distance,bodyCount,name,id,id64,coords,coordsLocked,requirePermit,information,primaryStar,duplicates,anchor_system,anchor_description,permitName
86.2,5.0,NGC 2232 Sector OY-R c4-4,38532414,1184370659866.0,"{'x': 579.90625, 'y': -184.6875, 'z': -924.875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector OY-R c4-4', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
94.72,8.0,NGC 2232 Sector WL-K b9-0,3388229,678738797625.0,"{'x': 579.78125, 'y': -103.25, 'z': -919.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector WL-K b9-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
85.1,14.0,NGC 2232 Sector QE-P b6-0,24692877,678738600993.0,"{'x': 579.65625, 'y': -159.875, 'z': -979.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector QE-P b6-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
86.35,21.0,NGC 2232 Sector ES-J b9-0,26022688,678738535481.0,"{'x': 579.3125, 'y': -183.1875, 'z': -924.15625}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
79.77,7.0,NGC 2232 Sector YQ-L b8-1,823711,2877761856561.0,"{'x': 579.1875, 'y': -157.96875, 'z': -928.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector YQ-L b8-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
91.0,12.0,NGC 2232 Sector SZ-O b6-1,24692826,2877761791009.0,"{'x': 579.1875, 'y': -177.96875, 'z': -983.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector SZ-O b6-1 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
90.37,3.0,NGC 2232 Sector UA-M b8-1,42432663,2877761987633.0,"{'x': 579.15625, 'y': -106.75, 'z': -937.8125}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
92.16,11.0,NGC 2232 Sector SZ-O b6-0,29860705,678738535457.0,"{'x': 579.125, 'y': -182.9375, 'z': -982.75}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector SZ-O b6-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
90.32,35.0,NGC 2232 Sector MO-P b6-0,24693037,678738732065.0,"{'x': 578.8125, 'y': -122.9375, 'z': -979.15625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector MO-P b6-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
85.86,,NGC 2232 Sector IX-T c3-3,6333484,909492785682.0,"{'x': 578.5625, 'y': -121.5625, 'z': -961.4375}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
89.96,8.0,NGC 2232 Sector SE-Q c5-6,13901106,1734126473762.0,"{'x': 578.4375, 'y': -147.71875, 'z': -901.3125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector SE-Q c5-6', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
91.41,,NGC 2232 Sector MO-P b6-1,24693243,2877761987617.0,"{'x': 578.4375, 'y': -118.40625, 'z': -977}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
96.02,1.0,NGC 2232 Sector IY-H b10-0,24755565,678738535489.0,"{'x': 578.25, 'y': -182.59375, 'z': -899.375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector IY-H b10-0', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
93.38,22.0,NGC 2232 Sector HR-W d1-7,24692470,251129710859.0,"{'x': 577.96875, 'y': -187.5, 'z': -979.1875}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'NGC 2232 Sector HR-W d1-7', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
82.3,4.0,NGC 2232 Sector FW-W d1-21,9679668,732166064395.0,"{'x': 577.8125, 'y': -133.875, 'z': -932.1875}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
97.07,9.0,NGC 2232 Sector EI-I b10-0,18854277,678738666561.0,"{'x': 577.75, 'y': -138.90625, 'z': -890.375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector EI-I b10-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
86.4,,NGC 2232 Sector QE-P b6-1,9896458,2877761856545.0,"{'x': 577.625, 'y': -161.96875, 'z': -977.03125}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
99.69,9.0,NGC 2232 Sector KJ-G b11-1,43240176,2877761856585.0,"{'x': 577.59375, 'y': -156.84375, 'z': -884.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector KJ-G b11-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
96.34,1.0,NGC 2232 Sector YA-N b7-0,6004904,678738469929.0,"{'x': 577.28125, 'y': -202.1875, 'z': -964.15625}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector YA-N b7-0', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
45.72,18.0,NGC 2232 Sector FW-W d1-19,16808025,663446587659.0,"{'x': 615.875, 'y': -138.40625, 'z': -959.09375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector FW-W d1-19 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
54.66,40.0,NGC 2232 CPK 4700,16813712,20470484837433.0,"{'x': 616, 'y': -143.21875, 'z': -909.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 4700 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
94.43,,NGC 2232 Sector OE-O b7-2,27181807,5077322245161.0,"{'x': 616.15625, 'y': -67.34375, 'z': -954.09375}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
46.94,12.0,NGC 2232 Sector VZ-O b6-0,27233830,679543841825.0,"{'x': 652.28125, 'y': -177.8125, 'z': -983.5625}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector VZ-O b6-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
82.46,4.0,NGC 2232 Sector JM-W e1-5,12020961,22802318476.0,"{'x': 652.53125, 'y': -202.4375, 'z': -879.71875}",True,False,{},"{'type': 'B (Blue-White) Star', 'name': 'NGC 2232 Sector JM-W e1-5 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
42.42,10.0,NGC 2232 Sector FW-W d1-29,8802964,1007043971339.0,"{'x': 652.65625, 'y': -127.375, 'z': -910.40625}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'NGC 2232 Sector FW-W d1-29', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
8.68,8.0,NGC 2232 CPK 4586,13956606,46859032273969.0,"{'x': 652.71875, 'y': -156.375, 'z': -938.71875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 4586', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
8.89,22.0,NGC 2232 CPK 8555,55376677,31465869485105.0,"{'x': 652.71875, 'y': -152.03125, 'z': -937}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 8555 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
54.99,,NGC 2232 Sector LI-S c4-7,49648851,2009071555098.0,"{'x': 652.78125, 'y': -99.53125, 'z': -928.53125}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
35.15,7.0,NGC 2232 Sector FW-W d1-30,8803060,1041403709707.0,"{'x': 653.0625, 'y': -129.4375, 'z': -918}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector FW-W d1-30', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
98.82,11.0,NGC 2232 Sector RD-S b4-0,25180129,679543710737.0,"{'x': 653.125, 'y': -209.5625, 'z': -1024.875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector RD-S b4-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
8.4,1.0,TYC 4793-2291-1,55377420,13873683440681.0,"{'x': 653.34375, 'y': -149.21875, 'z': -951.71875}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'TYC 4793-2291-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
37.2,3.0,NGC 2232 Sector XA-M b8-0,6675283,679544038449.0,"{'x': 652.25, 'y': -118.4375, 'z': -929.21875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector XA-M b8-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
93.01,,NGC 2232 Sector VV-K b9-1,53729440,2878567490617.0,"{'x': 653.375, 'y': -64.71875, 'z': -912.53125}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
91.73,,NGC 2232 Sector DB-X d1-8,14540221,285489481995.0,"{'x': 653.5, 'y': -64.125, 'z': -918.34375}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
62.69,,NGC 2232 Sector FN-I b10-0,13956137,679544038465.0,"{'x': 653.53125, 'y': -119.6875, 'z': -891.0625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector FN-I b10-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
19.86,38.0,NGC 2232 CPK 3422,8796545,5077590418473.0,"{'x': 653.6875, 'y': -153.8125, 'z': -964.1875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 3422 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
85.68,10.0,NGC 2232 Sector BL-X c1-4,19524721,1184437801474.0,"{'x': 653.75, 'y': -133.40625, 'z': -1028.3125}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector BL-X c1-4', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
77.32,1.0,NGC 2232 Sector BQ-Y d17,824035,594727110915.0,"{'x': 653.75, 'y': -120, 'z': -1015.0625}",True,False,{},"{'type': 'A (Blue-White) Star', 'name': 'NGC 2232 Sector BQ-Y d17', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
87.84,10.0,NGC 2232 Sector FH-T b4-1,25861320,2878567359505.0,"{'x': 653.84375, 'y': -91.59375, 'z': -1008.5}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector FH-T b4-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
8.23,16.0,NGC 2232 CPK 3620,25708892,38062939251761.0,"{'x': 653.90625, 'y': -157.90625, 'z': -940.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 3620 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
12.68,10.0,NGC 2232 CPK 17237,16712280,7276613739569.0,"{'x': 653.9375, 'y': -142.9375, 'z': -936.34375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 17237 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
24.97,35.0,NGC 2232 CPK 5625,8421886,10611558667.0,"{'x': 653.96875, 'y': -150.28125, 'z': -969.4375}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 CPK 5625', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
50.04,9.0,NGC 2232 Sector XA-M b8-1,6708548,2878567294001.0,"{'x': 653.5, 'y': -105.28125, 'z': -926.90625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector XA-M b8-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
42.16,23.0,NGC 2232 Sector JX-T c3-5,18309620,1459315708434.0,"{'x': 652.25, 'y': -111.8125, 'z': -956.8125}",False,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector JX-T c3-5', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
38.82,3.0,NGC 2232 Sector FW-W d1-7,16647369,251129727243.0,"{'x': 652.09375, 'y': -164.40625, 'z': -908.3125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector FW-W d1-7 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
28.77,11.0,NGC 2232 Sector FW-W d1-6,14571106,216769988875.0,"{'x': 652.09375, 'y': -156.59375, 'z': -916.78125}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector FW-W d1-6 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
24.84,1.0,NGC 2232 Sector RJ-P b6-1,56099016,2878567228449.0,"{'x': 650.15625, 'y': -144.28125, 'z': -967.3125}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector RJ-P b6-1', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
89.61,,NGC 2232 Sector RJ-H b10-1,45807324,2878566900801.0,"{'x': 650.21875, 'y': -228.0625, 'z': -898}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
11.42,2.0,NGC 2232 Sector FW-W d1-17,56096520,594727110923.0,"{'x': 650.53125, 'y': -153.0625, 'z': -953.96875}",False,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector FW-W d1-17', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
94.1,8.0,NGC 2232 Sector XK-O c6-5,11829411,1459315675690.0,"{'x': 650.71875, 'y': -168.125, 'z': -852.25}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector XK-O c6-5', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
80.71,30.0,NGC 2232 Sector HR-W d1-19,16967635,663446571275.0,"{'x': 650.75, 'y': -232.3125, 'z': -947.625}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector HR-W d1-19', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
64.81,12.0,NGC 2232 Sector HC-L b8-1,11088893,2878566966321.0,"{'x': 650.78125, 'y': -213.5625, 'z': -925.78125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector HC-L b8-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
25.75,29.0,NGC 2232 Sector TE-P b6-1,8796425,2878567162913.0,"{'x': 650.8125, 'y': -154.9375, 'z': -969.5}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector TE-P b6-1', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
86.14,14.0,NGC 2232 Sector RZ-F b11-1,3168755,2878567031881.0,"{'x': 650.875, 'y': -195.5625, 'z': -870.71875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector RZ-F b11-1 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
33.56,8.0,NGC 2232 Sector DL-Y e13,8796192,57162065028.0,"{'x': 650.9375, 'y': -157.90625, 'z': -977.15625}",True,False,{},"{'type': 'B (Blue-White) Star', 'name': 'NGC 2232 Sector DL-Y e13', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
88.84,4.0,NGC 2232 Sector BL-X c1-5,3388225,1459315708418.0,"{'x': 651.03125, 'y': -132.4375, 'z': -1031.1875}",False,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector BL-X c1-5 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
80.3,7.0,NGC 2232 Sector BQ-Y d31,3236630,1075763448067.0,"{'x': 651.125, 'y': -171.6875, 'z': -1022.3125}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector BQ-Y d31', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
25.62,18.0,NGC 2232 Sector FW-W d1-13,39117901,457288157451.0,"{'x': 651.25, 'y': -145.34375, 'z': -968.78125}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector FW-W d1-13 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
89.47,11.0,NGC 2232 Sector LY-P b6-2,55342319,5077590680609.0,"{'x': 651.28125, 'y': -67.25, 'z': -973.0625}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
61.06,,NGC 2232 Sector FN-I b10-2,3217905,5077590549569.0,"{'x': 651.375, 'y': -124.90625, 'z': -890.25}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector FN-I b10-2 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
50.31,9.0,NGC 2232 Sector FW-W d1-28,46220276,972684232971.0,"{'x': 651.46875, 'y': -112.90625, 'z': -913.4375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector FW-W d1-28', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
96.18,1.0,NGC 2232 Sector RP-E b12-0,16355830,679543907409.0,"{'x': 651.5, 'y': -155, 'z': -848.75}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector RP-E b12-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
6.38,17.0,NGC 2232 CPK 9811,55376395,16072706696241.0,"{'x': 651.71875, 'y': -148.9375, 'z': -943.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 9811 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
96.74,,NGC 2232 Sector VV-K b9-2,11597987,5077590746169.0,"{'x': 651.71875, 'y': -62.15625, 'z': -909.03125}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector VV-K b9-2', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
86.8,10.0,NGC 2232 Sector BQ-Y d25,25850234,869605017859.0,"{'x': 651.96875, 'y': -137.125, 'z': -1030.09375}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
84.98,8.0,NGC 2232 Sector FR-V c2-6,87100252,1734193615370.0,"{'x': 651.96875, 'y': -120.15625, 'z': -1023.375}",False,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector FR-V c2-6 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
64.38,3.0,NGC 2232 Sector JC-V d2-16,14570980,560367372563.0,"{'x': 651.96875, 'y': -165.90625, 'z': -882.09375}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector JC-V d2-16 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
11.36,2.0,NGC 2232 CPK 5320,56098384,2878567162921.0,"{'x': 653.96875, 'y': -153.09375, 'z': -955.5625}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 5320 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
78.52,2.0,NGC 2232 Sector NJ-G b11-0,51498861,679543907401.0,"{'x': 649.75, 'y': -150.1875, 'z': -866.5625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector NJ-G b11-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
8.65,17.0,NGC 2232 CPK 14194,42965367,20470753207345.0,"{'x': 654.03125, 'y': -145.71875, 'z': -939.53125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 14194', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
5.94,7.0,NGC 2232 CPK 10559,6708594,24868799718449.0,"{'x': 654.0625, 'y': -149.78125, 'z': -940.09375}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 10559', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
73.23,,NGC 2232 Sector MT-H b10-0,18412263,679275340865.0,"{'x': 632.1875, 'y': -198.125, 'z': -893.6875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector MT-H b10-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
51.31,3.0,NGC 2232 CPK 16808,42432678,7276345304129.0,"{'x': 632.1875, 'y': -139.28125, 'z': -901.6875}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 16808 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
45.0,2.0,NGC 2232 Sector RT-R c4-2,15910066,634681922074.0,"{'x': 632.09375, 'y': -188.5625, 'z': -937.34375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector RT-R c4-2 A', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
90.92,24.0,NGC 2232 Sector DG-X c1-0,19524741,84926140930.0,"{'x': 632.03125, 'y': -176.96875, 'z': -1028.4375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector DG-X c1-0 A', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
78.66,,NGC 2232 Sector OE-O b7-0,6335155,679275734057.0,"{'x': 631.8125, 'y': -78.3125, 'z': -956.15625}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
72.44,11.0,NGC 2232 Sector JC-V d2-33,25660235,1144482924819.0,"{'x': 631.46875, 'y': -156.84375, 'z': -877.15625}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector JC-V d2-33', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
94.9,1.0,NGC 2232 Sector PO-Q c5-10,33267191,2833705275938.0,"{'x': 631.46875, 'y': -80.125, 'z': -888.1875}",True,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector PO-Q c5-10', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
66.31,2.0,NGC 2232 Sector GC-L b8-1,3215161,2878298530865.0,"{'x': 631.4375, 'y': -211.28125, 'z': -930.15625}",True,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
99.02,26.0,NGC 2232 Sector PO-Q c5-9,16194028,2558827368994.0,"{'x': 631.40625, 'y': -76.4375, 'z': -886}",True,False,{},"{'type': 'G (White-Yellow) Star', 'name': 'NGC 2232 Sector PO-Q c5-9', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
58.25,2.0,NGC 2232 Sector JC-V d2-29,16001072,1007043971347.0,"{'x': 632.25, 'y': -179.59375, 'z': -899.90625}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector JC-V d2-29 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
35.96,1.0,NGC 2232 CPK 1277,56067091,16072438260793.0,"{'x': 631.21875, 'y': -153.0625, 'z': -919.8125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 1277', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
69.51,10.0,NGC 2232 Sector MJ-G b11-0,9679696,679275471945.0,"{'x': 631.1875, 'y': -153.59375, 'z': -880.25}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector MJ-G b11-0', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
44.74,44.0,BD-04 1544,47406335,2878298793017.0,"{'x': 630.9375, 'y': -134.03125, 'z': -913.15625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'BD-04 1544', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
88.29,6.0,NGC 2232 Sector TO-R c4-1,2614278,359803982362.0,"{'x': 630.65625, 'y': -230.5625, 'z': -914.59375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector TO-R c4-1 A', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
32.1,23.0,NGC 2232 CPK 18561,56065842,18271461516337.0,"{'x': 630.65625, 'y': -151.34375, 'z': -926.5625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 18561 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
47.85,,NGC 2232 Sector SE-P b6-1,3253280,2878298727457.0,"{'x': 630.65625, 'y': -145.71875, 'z': -984.09375}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
31.06,25.0,NGC 2232 CPK 6238,25683013,9475368494129.0,"{'x': 630.625, 'y': -145.0625, 'z': -930.03125}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 6238', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
48.8,9.0,NGC 2232 CPK 10614,34368547,2878298793025.0,"{'x': 630.59375, 'y': -144.6875, 'z': -904.40625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 10614 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
92.07,31.0,NGC 2232 Sector DG-X c1-2,67227401,634681954818.0,"{'x': 630.53125, 'y': -181.75, 'z': -1027.65625}",False,False,{},"{'type': 'K (Yellow-Orange) Star', 'name': 'NGC 2232 Sector DG-X c1-2 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
94.35,1.0,NGC 2232 Sector XK-O c6-2,26022698,634681954858.0,"{'x': 630.46875, 'y': -160.1875, 'z': -854.59375}",True,False,{},"{'type': 'T Tauri Star', 'name': 'NGC 2232 Sector XK-O c6-2', 'isScoopable': False}",,NGC 2232 Sector CR-L b8-0, OSC III,
58.21,21.0,NGC 2232 Sector OO-P b6-0,322264,679275602977.0,"{'x': 631.21875, 'y': -115.09375, 'z': -981.625}",True,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 Sector OO-P b6-0 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
92.08,11.0,NGC 2232 Sector LX-U d2-10,26581523,354208925971.0,"{'x': 632.28125, 'y': -201.40625, 'z': -871.15625}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector LX-U d2-10', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
34.74,2.0,NGC 2232 CPK 18611,56064043,679275537465.0,"{'x': 632.46875, 'y': -143.625, 'z': -921.6875}",False,False,{},"{'type': 'M (Red dwarf) Star', 'name': 'NGC 2232 CPK 18611 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
80.92,30.0,NGC 2232 Sector JC-V d2-34,11310259,1178842663187.0,"{'x': 632.53125, 'y': -156.25, 'z': -867.75}",True,False,{},"{'type': 'F (White) Star', 'name': 'NGC 2232 Sector JC-V d2-34 A', 'isScoopable': True}",,NGC 2232 Sector CR-L b8-0, OSC III,
58.07,,NGC 2232 Sector FR-V c2-3,2248332,909559894538.0,"{'x': 654.09375, 'y': -122.46875, 'z': -994.6875}",False,False,{},{},,NGC 2232 Sector CR-L b8-0, OSC III,
